,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
11,0.6073073768011151,-2.1290372183558506,-0.8246612216582524,-0.930656910874718,0.3441724128926648,-0.8886687902639728,-0.26083484020137643,-0.7084137344270764,-0.48765000187709373,-0.6355408512258943,-0.5416827244138038,-0.6981142846946313,-0.7665270442908229,-0.9453235962125053,-0.8701891481419153,1.1040829363542537,0,0,0,0,0,0,0,1.183108761438738,1,0,0,0,1,0,0,0
12,-0.8457953292845506,0.5515830272235934,-0.8246612216582524,-0.930656910874718,1.1395271128773894,-0.3319652825069697,0.8708624941137333,1.4450699739021207,3.4304363803301867,2.062454299145078,-0.2700037721352962,-0.6981142846946313,-0.4012691909710348,0.485664873707525,0.6711647187986571,-1.3844849519362867,0,0,0,0,0,0,0,-0.6295996993445285,0,1,0,0,0,0,0,0
13,-1.444131737672766,0.3739948925381492,1.0369586233364283,0.9064514844932231,0.136688578114041,-0.21647891653610202,-0.6129184553216327,-0.5155644471140141,-0.6341205208381135,-0.5383158007620755,-0.5804940033107335,0.3626724192148498,0.6945043689883291,-0.5875764787324977,-0.25364760136568626,0.2745603069240735,0,0,0,0,0,0,0,-0.6295996993445285,0,0,1,0,0,0,0,0
14,1.5475503042683108,-1.65487351979235,-0.8246612216582524,-0.930656910874718,-0.3820210088325185,-0.8975523568771164,-0.3111324995042702,-0.6808638362394961,-0.5791940762277311,-0.6355408512258943,-0.755144758346917,-0.6981142846946313,-1.1317848976106109,-0.9453235962125053,-0.8701891481419153,1.1040829363542537,0,0,0,0,0,0,0,1.3510436052170245,0,1,0,0,1,0,0,0
15,-1.9569915162912361,1.505751186594938,-0.8246612216582524,-0.930656910874718,-0.900730595779078,2.072520080783916,-0.10994186229269512,-0.23088216584235044,0.3911731118890253,0.9929787440430711,0.021080819591676302,-0.6981142846946313,1.0597622223081171,1.2011591086675402,1.904247812351115,-0.9697236372211966,0,0,1,1,0,0,1,1.1287769002163515,0,0,0,1,0,1,0,0
16,0.9492138958800953,-0.4709365316352718,1.0369586233364283,0.9064514844932231,0.06752729985449975,-0.749492913324722,-0.5374719663672921,-0.671680536843636,-0.652429335708241,-0.3438656998344378,-0.7745503977953818,0.3626724192148498,-0.4012691909710348,-0.9453235962125053,-0.8701891481419153,1.1040829363542537,0,0,0,0,0,0,0,0.9805990968825694,0,1,0,0,1,0,0,0
17,-1.9569915162912361,-0.6683639496465431,-0.8246612216582524,-0.930656910874718,-1.00447251316839,-0.6576960583222374,-0.5374719663672921,-0.584439192582965,2.057275265070626,-0.3681719624503926,-0.30881505103222584,-0.16772093273989075,-0.03601133765124682,-0.5875764787324977,0.05462317202242822,0.6893216216391636,0,0,0,0,0,0,0,1.548614009662067,0,1,0,0,0,0,1,0
18,-1.7005616269820012,1.2255394111535125,-0.8246612216582524,0.9064514844932231,1.4507528650453252,2.0902872140102033,1.348690257491224,1.5277196684648617,-0.689046965448496,-0.2709469119865737,2.563219587340569,-0.16772093273989075,2.5207936355872693,0.485664873707525,0.9794354921867717,-0.14020100779101655,0,0,0,1,0,0,0,0.516308646436719,0,0,1,0,1,0,0,0
19,1.3765970447288205,-0.8589369194041223,1.0369586233364283,-0.930656910874718,1.277849669396472,-0.8945911680060685,-0.23568601054992952,-0.671680536843636,-0.13978251934467162,-0.07649681105893606,-0.09535301709911269,-0.16772093273989075,-0.7665270442908229,-0.5875764787324977,-0.8701891481419153,0.2745603069240735,0,0,0,0,0,0,0,1.2325013625499988,0,0,0,0,0,1,0,0
20,1.1201671554195853,-0.7031188985385028,-0.8246612216582524,-0.930656910874718,-0.2782790914432066,-0.6517736805801417,-0.6129184553216327,-0.4237314531554129,0.5742612605903001,0.2637908655644298,0.0792977379370708,-0.6981142846946313,-0.03601133765124682,-0.22982936125249015,-0.25364760136568626,1.1040829363542537,0,0,0,0,0,0,0,1.6622169922179666,0,1,0,0,1,0,0,0
21,0.8637372661103503,-2.3729493805101183,1.0369586233364283,-0.930656910874718,-0.24369845231343598,-0.9034747346192122,-0.6380672849730796,7.161673847825043,-0.6707381505783685,-0.6355408512258943,-0.8327673161407764,6.727392642671736,-1.4970427509303987,9.071595693227707,-1.7950014683062587,-1.7992462666513767,0,0,0,0,0,0,0,0.9163887154379304,0,1,0,0,1,0,0,0
22,-1.7005616269820012,0.337936633062741,-0.8246612216582524,0.9064514844932231,0.48249496941174735,1.6609148277082595,-0.6632161146245265,-0.36404000708232215,-0.689046965448496,-0.659847113841849,-0.48346580606840933,0.3626724192148498,-0.7665270442908229,0.12791775622751742,0.9794354921867717,1.1040829363542537,0,1,0,0,0,0,0,0.9855383569936954,0,0,0,1,1,0,0,0
23,-1.2731784781332758,0.6621713437673153,-0.8246612216582524,0.9064514844932231,-1.6960852957638026,0.23066060299212918,-0.6632161146245265,-0.2905736119154412,-0.30456185317581896,0.1179532898687016,-0.755144758346917,0.3626724192148498,0.6945043689883291,-0.22982936125249015,0.9794354921867717,-0.5549623225061066,0,0,0,0,0,0,0,-0.9111375256787143,0,0,0,1,1,0,0,0
24,-1.529608367442511,-0.5269788867235569,-0.8246612216582524,0.9064514844932231,0.6899788041903712,-0.10691492830733014,-0.5877696256701859,-0.6349473392601955,0.0249968144864757,-0.5140095381461208,1.0689853498087774,2.484245827033812,1.0597622223081171,-0.5875764787324977,-0.25364760136568626,1.1040829363542537,0,0,0,0,0,0,0,0.5657012475479797,0,1,0,0,0,0,1,0
25,0.008970968412899839,-1.5937627346573209,-0.8246612216582524,-0.930656910874718,1.381591586785784,-0.8886687902639728,-0.5626207960187389,-0.6441306386560557,-0.4144147423965838,-0.3681719624503926,-0.5998996427591984,-0.16772093273989075,-0.7665270442908229,-0.5875764787324977,-0.8701891481419153,0.6893216216391636,0,0,0,0,0,0,0,0.9361457558824348,0,1,0,0,0,1,0,0
26,0.6073073768011151,0.08461167225023451,1.0369586233364283,0.9064514844932231,-1.5577627392447202,-0.39415024879897537,-0.5626207960187389,-0.6211723901664054,-0.6341205208381135,-0.5140095381461208,-0.05654173820218303,0.8930657711695903,0.3292465156685412,-0.5875764787324977,-0.5619183747538008,0.6893216216391636,0,0,0,0,0,0,0,0.21995303976915503,0,1,0,0,1,0,0,0
28,1.7185035638078008,-0.6394014922365766,1.0369586233364283,-0.930656910874718,-0.7969886783897662,-0.7998331241325362,-0.6129184553216327,-0.5660725937912446,-0.32287066804594644,-0.14941559890680017,-0.6581165611045928,-0.16772093273989075,-0.7665270442908229,-0.5875764787324977,-0.5619183747538008,-0.9697236372211966,0,0,0,0,0,0,0,0.20019599932465076,0,1,0,0,1,0,0,0
29,-0.3329355506660803,1.5935074325471363,-0.8246612216582524,-0.930656910874718,1.6236560606941783,1.1190172643064957,1.8516668505201617,2.9189895269376693,-0.30456185317581896,0.9443662188111617,-0.8521729555892411,-0.6981142846946313,0.6945043689883291,2.2744004611075628,1.287706265574886,-1.3844849519362867,0,0,1,0,0,0,0,-0.664174520122411,0,0,0,1,1,0,0,0
30,1.7185035638078008,-1.9611032361403953,-0.8246612216582524,-0.930656910874718,-0.5203435653516011,-0.882746412521877,-0.5626207960187389,-0.7130053841250065,-0.652429335708241,-0.6112345886099396,-0.7745503977953818,-0.16772093273989075,-0.4012691909710348,-0.9453235962125053,-0.8701891481419153,-0.14020100779101655,0,0,0,0,0,0,0,-1.558180600236229,0,0,1,0,0,0,0,0
31,-0.5038888102055704,-0.6268510940255911,-0.8246612216582524,-0.930656910874718,0.2404304955033529,-0.5747827699328966,-0.23568601054992952,-0.5568892943953846,-0.0665472598641617,-0.12510933629084547,0.874928955324129,-0.6981142846946313,-0.7665270442908229,0.8434119911875325,-0.8701891481419153,-0.9697236372211966,0,0,0,0,0,0,0,0.2989812015471721,0,0,1,0,0,0,1,0
32,0.09444759818264488,-0.533785064214899,-0.8246612216582524,0.9064514844932231,-0.6240854827409129,-0.5807051476749924,-0.6632161146245265,-0.7359636326146568,-0.652429335708241,-0.659847113841849,-0.7939560372438467,-0.16772093273989075,-0.7665270442908229,-0.5875764787324977,-0.5619183747538008,-0.14020100779101655,0,1,0,0,0,0,0,1.3510436052170245,0,1,0,0,0,0,1,0
33,-1.444131737672766,-0.24116770284953803,-0.8246612216582524,2.7435598798611642,-1.4194401827256375,-0.6221617918696628,-0.36143015880716395,-0.31812351010302153,-0.08485607473428917,-0.12510933629084547,-0.01773045930525336,1.9538524750790713,-0.03601133765124682,-0.5875764787324977,0.05462317202242822,0.2745603069240735,0,0,0,0,0,0,1,1.2571976631056292,0,0,0,1,0,0,0,0
34,-1.9569915162912361,0.8230577946796789,-0.8246612216582524,-0.930656910874718,-1.5577627392447202,0.5208571123548222,0.19184409352466744,1.4037451266207501,1.489702004096674,0.9929787440430711,-0.42524888772301483,-0.6981142846946313,-0.4012691909710348,0.8434119911875325,0.9794354921867717,0.6893216216391636,0,0,0,0,0,0,0,0.6941220104372575,0,0,1,0,1,0,0,0
35,-1.529608367442511,-0.10702325427904345,1.0369586233364283,0.9064514844932231,0.20584985637358227,-0.7879883686483445,-0.6632161146245265,-0.671680536843636,-0.652429335708241,-0.6355408512258943,-0.7939560372438467,-0.6981142846946313,-0.7665270442908229,-0.9453235962125053,-0.8701891481419153,0.6893216216391636,0,0,0,0,0,0,0,-0.24433741067669526,0,0,1,0,0,1,0,0
36,0.09444759818264488,0.7601127205753518,-0.8246612216582524,0.9064514844932231,-0.41660164796228916,1.1723186639853578,-0.23568601054992952,-0.06558277671686837,-0.689046965448496,-0.46539701291421137,-0.17297557489297202,1.423459123124331,0.3292465156685412,1.2011591086675402,1.904247812351115,-1.3844849519362867,0,0,0,0,0,0,0,-0.8568056644563276,0,0,0,1,1,0,0,0
37,0.6073073768011151,-1.3461819945644578,1.0369586233364283,-0.930656910874718,0.9320432780987656,-0.8886687902639728,-0.5877696256701859,-0.6946387853332863,-0.4144147423965838,-0.48970327553016607,-0.1535699354445072,0.3626724192148498,-0.4012691909710348,-0.5875764787324977,-1.1784599215300298,0.6893216216391636,0,0,0,0,0,0,0,-0.26409445112119956,0,0,0,0,1,0,0,0
38,0.35087748749188,-0.4429877602346542,-0.8246612216582524,0.9064514844932231,1.7273979780834903,-0.7435705355826262,-0.6632161146245265,-0.7313719829167268,-0.652429335708241,-0.659847113841849,-0.7745503977953818,-0.16772093273989075,-1.1317848976106109,-0.5875764787324977,-0.8701891481419153,-0.14020100779101655,0,0,0,0,0,0,0,-1.0642545891236224,0,1,0,0,0,0,0,1
39,-2.2134214056004713,-0.1283106604753688,-0.8246612216582524,-0.930656910874718,0.136688578114041,0.3876036131576673,-0.46202547741295147,0.1869579566692848,2.2403634137719006,0.5311597543399316,-0.0371360987537182,-0.16772093273989075,1.0597622223081171,2.63214757858757,-0.25364760136568626,0.2745603069240735,1,0,0,0,0,0,1,0.7879679525486527,0,0,0,1,0,0,0,0
40,0.9492138958800953,1.371124030400944,-0.8246612216582524,0.9064514844932231,-1.5923433783744907,0.3402245912209011,1.2480949388854365,1.702202356986204,0.8122758539019573,3.666667631798089,1.1272022681541718,-0.16772093273989075,1.4250200756279052,1.2011591086675402,-0.25364760136568626,-0.5549623225061066,0,0,0,0,0,0,0,0.3582523228806849,0,1,0,0,1,0,0,0
41,1.3765970447288205,-1.498669332827931,1.0369586233364283,-0.930656910874718,1.3470109476560133,-0.8679404681666376,-0.6380672849730796,-0.6257640398643354,-0.6341205208381135,-0.659847113841849,-0.7163334794499874,-0.16772093273989075,-0.7665270442908229,-0.9453235962125053,-0.8701891481419153,1.1040829363542537,0,0,0,0,0,0,0,0.5953368082147361,0,0,1,0,1,0,0,0
42,-1.0167485888240406,-1.4294007888557614,-0.8246612216582524,0.9064514844932231,-1.5577627392447202,-0.8797852236508291,-0.6632161146245265,-0.7313719829167268,-0.6341205208381135,-0.6355408512258943,-0.7939560372438467,-0.6981142846946313,-1.4970427509303987,-0.9453235962125053,-0.8701891481419153,-0.14020100779101655,0,0,0,0,0,0,0,0.9805990968825694,0,1,0,0,0,0,1,0
44,0.5218307470313701,-2.1290372183558506,1.0369586233364283,-0.930656910874718,-1.0390531522981605,-0.8975523568771164,-0.6380672849730796,-0.7130053841250065,-0.6341205208381135,-0.6112345886099396,-0.6193052822076631,0.3626724192148498,-0.7665270442908229,-0.9453235962125053,-0.8701891481419153,-0.14020100779101655,0,0,0,0,0,0,0,-0.41227225445498156,0,0,1,0,1,0,0,0
45,0.6073073768011151,1.3677450770364479,-0.8246612216582524,-0.930656910874718,0.7937207215796831,-0.5422096923513698,3.4611919482127615,0.4624569385450883,3.467054010070442,0.06934076463679219,2.5244083084436393,-0.6981142846946313,-0.7665270442908229,0.485664873707525,0.9794354921867717,-1.7992462666513767,0,0,0,0,0,0,0,-1.7409332243478937,0,1,0,0,0,1,0,0
46,2.316839972196016,-2.1290372183558506,-0.8246612216582524,-0.930656910874718,-0.8661499566493074,-0.8975523568771164,-0.21053718089848264,-0.6946387853332863,-0.4144147423965838,-0.12510933629084547,0.11810901683400046,0.3626724192148498,-0.4012691909710348,-0.5875764787324977,-0.8701891481419153,1.5188442510693436,0,0,0,0,0,0,1,1.2028658018832423,0,0,0,0,1,0,0,0
47,-0.07650566135684521,-0.476825564641965,1.0369586233364283,-0.930656910874718,1.4853335041750957,-0.8679404681666376,-0.5123231367158452,-0.6900471356353562,-0.6341205208381135,-0.5383158007620755,-0.5998996427591984,-0.6981142846946313,-0.7665270442908229,-0.9453235962125053,-1.1784599215300298,1.9336055657844338,0,0,0,0,0,0,0,0.23477082010253322,0,1,0,0,0,0,1,0
49,-1.2731784781332758,1.0109758725080111,1.0369586233364283,0.9064514844932231,-0.3474403697027479,1.539506083995296,0.5942253679478176,0.6966310731395212,0.22639377805787797,0.2637908655644298,-0.11475865654757753,3.545032530943293,0.3292465156685412,-0.22982936125249015,1.904247812351115,1.1040829363542537,0,0,0,0,0,0,0,1.2078050619943685,0,0,0,1,1,0,0,0
50,-1.0167485888240406,0.6699912072680063,-0.8246612216582524,0.9064514844932231,-0.6932467610004542,-0.18094465008352736,-0.18538835124703576,-0.18496566886304988,-0.011620815253779261,0.9686724814271164,-0.5804940033107335,-0.6981142846946313,-0.03601133765124682,-0.22982936125249015,1.287706265574886,-1.3844849519362867,0,0,0,0,0,0,0,-1.5087879991249684,0,1,0,0,0,0,0,1
51,-0.4184121804358254,1.3292250086811925,-0.8246612216582524,-0.930656910874718,-1.6269240175042614,1.0183368426908677,0.26729058247900805,2.8225648832811383,-0.19470896395505405,3.399298743022587,-0.23119249323836652,-0.6981142846946313,0.6945043689883291,2.2744004611075628,2.2125185857392298,-0.9697236372211966,0,0,0,0,0,0,0,1.6473992118845884,0,0,1,0,1,0,0,0
52,0.6927840065708603,-0.7634573514759329,1.0369586233364283,-0.930656910874718,0.17126921724381164,-0.8709016570376854,-0.5123231367158452,-0.6670888871457059,-0.13978251934467162,-0.6355408512258943,-0.7939560372438467,-0.16772093273989075,-0.7665270442908229,-0.9453235962125053,-0.8701891481419153,0.6893216216391636,0,0,0,0,0,0,0,0.9361457558824348,0,1,0,0,0,1,0,0
53,0.6927840065708603,1.49522816040265,-0.8246612216582524,-0.930656910874718,0.17126921724381164,0.6037704007441632,2.354643443549099,1.7664854527572247,2.1671281542913907,0.3124033907963393,3.824586151490783,-0.6981142846946313,-0.03601133765124682,2.2744004611075628,0.3628939454105427,-1.7992462666513767,1,0,0,1,0,0,1,-1.6372087620142461,0,1,0,0,0,0,0,0
54,0.7782606363406053,0.7128073734724066,1.0369586233364283,0.9064514844932231,0.27501113463312354,0.06483402621344742,-0.4368766477615046,-0.18955731856097993,-0.46934118700696625,-0.07649681105893606,1.2630417442934256,2.484245827033812,-0.03601133765124682,-0.22982936125249015,1.287706265574886,-0.9697236372211966,0,0,0,0,0,0,0,0.14092487799113795,0,1,0,0,1,0,0,0
55,-1.1877018483635309,1.4856705494573612,-0.8246612216582524,-0.930656910874718,0.20584985637358227,2.0073739256208625,0.6193741975992644,1.2246707884014778,2.60653971117445,2.256904400072716,2.834898539619077,-0.6981142846946313,-0.4012691909710348,2.63214757858757,2.2125185857392298,-1.7992462666513767,0,0,1,0,0,0,1,1.1534732007719817,0,0,1,0,0,0,1,0
56,-0.2474589208963353,0.9017391373100877,-0.8246612216582524,-0.930656910874718,-0.6586661218706836,-0.03288520653113292,0.21699292317611432,1.4542532732979807,1.5263196338369291,2.256904400072716,-0.07594737765064787,-0.6981142846946313,0.3292465156685412,0.8434119911875325,1.287706265574886,-0.9697236372211966,0,0,0,0,0,0,1,0.4916123458810887,0,1,0,0,0,0,0,0
57,1.6330269340380557,-1.1424793774476938,1.0369586233364283,-0.930656910874718,-0.6240854827409129,-0.8679404681666376,-0.6632161146245265,-0.7221886835208666,-0.652429335708241,-0.6355408512258943,-0.755144758346917,-0.6981142846946313,-1.1317848976106109,-0.9453235962125053,-0.5619183747538008,-0.9697236372211966,0,0,0,0,0,0,0,-1.4396383575692036,0,1,0,0,0,1,0,0
59,-0.07650566135684521,0.20987430054833936,-0.8246612216582524,0.9064514844932231,0.48249496941174735,0.41721550186814615,-0.6632161146245265,-0.6303556895622655,-0.689046965448496,-0.659847113841849,-0.01773045930525336,0.3626724192148498,1.4250200756279052,-0.22982936125249015,0.05462317202242822,0.6893216216391636,0,0,0,0,0,0,0,-1.1630397913461437,0,0,0,1,1,0,0,0
60,1.1201671554195853,1.1667456226112807,-0.8246612216582524,-0.930656910874718,-1.2811176262065551,1.2019305526958368,-0.009346543686907604,1.711385656382064,0.5742612605903001,-0.3438656998344378,0.7002782002879454,-0.6981142846946313,-0.4012691909710348,1.2011591086675402,1.5959770389630006,-1.7992462666513767,0,1,1,0,0,0,1,0.03226115554636449,0,0,1,0,0,1,0,0
61,0.5218307470313701,0.726323186930391,1.0369586233364283,0.9064514844932231,-1.0736337914279312,0.4320214462233856,-0.21053718089848264,-0.2905736119154412,-0.39610592752645635,-0.2223343867546643,-0.7357391188984521,0.8930657711695903,-0.03601133765124682,-0.22982936125249015,1.904247812351115,-0.9697236372211966,0,0,0,0,0,0,0,1.5140391888841847,0,1,0,0,0,0,1,0
62,-1.444131737672766,0.49317540478016114,-0.8246612216582524,0.9064514844932231,-0.7969886783897662,0.6422658560677857,-0.48717430706439835,-0.14364082158167935,-0.011620815253779261,-0.3195594372184831,2.4273801112013156,0.8930657711695903,1.4250200756279052,-0.22982936125249015,1.287706265574886,0.6893216216391636,0,0,0,0,0,0,0,0.7040005306595096,0,1,0,0,0,1,0,0
63,-1.529608367442511,0.7758972598637836,-0.8246612216582524,0.9064514844932231,-1.4194401827256375,0.7103732001018872,-0.6632161146245265,-0.5385226956036643,-0.689046965448496,-0.5140095381461208,-0.7357391188984521,-0.6981142846946313,1.0597622223081171,0.12791775622751742,0.6711647187986571,-0.14020100779101655,0,0,0,0,0,0,0,0.14586413810226403,0,0,0,1,0,0,0,1
64,-1.786038256751746,0.9200337562407166,-0.8246612216582524,-0.930656910874718,-0.6932467610004542,0.27211724718679964,0.3427370714333487,0.9262135580360241,1.489702004096674,2.3055169253046253,-0.2700037721352962,-0.6981142846946313,1.0597622223081171,0.485664873707525,-0.5619183747538008,-0.5549623225061066,0,0,0,0,0,0,0,-0.7333241616781759,0,1,0,0,0,0,1,0
65,0.17992422795238994,-1.2494956575775198,1.0369586233364283,-0.930656910874718,0.897462638968995,-0.9034747346192122,-0.5877696256701859,-0.7313719829167268,-0.6341205208381135,-0.5140095381461208,-0.5610883638622687,-0.6981142846946313,-1.1317848976106109,-0.5875764787324977,-1.1784599215300298,0.6893216216391636,0,0,0,0,0,0,1,0.24958860043591144,0,1,0,0,1,0,0,0
66,-0.16198229112659027,-0.9235231994283474,1.0369586233364283,0.9064514844932231,-1.6960852957638026,-0.8768240347797812,-0.6632161146245265,-0.754330231406377,-0.689046965448496,-0.659847113841849,-0.8521729555892411,-0.6981142846946313,-1.1317848976106109,-0.9453235962125053,-1.1784599215300298,0.6893216216391636,0,0,0,0,0,0,0,-1.5038487390138424,0,1,0,0,0,0,1,0
67,0.8637372661103503,1.7661236787105363,-0.8246612216582524,0.9064514844932231,-1.0390531522981605,1.1308620197906873,-0.3111324995042702,0.6598978755560808,2.9910248234471273,-0.07649681105893606,-0.11475865654757753,-0.6981142846946313,2.5207936355872693,2.63214757858757,1.287706265574886,-0.14020100779101655,1,0,0,1,0,0,1,-1.2420679531241607,0,0,0,0,0,1,0,0
68,-0.9312719590542957,0.8442486593513043,-0.8246612216582524,0.9064514844932231,-1.5577627392447202,-0.17502227234143158,0.5690765382963706,-0.028849579133427904,-0.5608852613576036,1.3332664206664369,1.2630417442934256,-0.6981142846946313,0.3292465156685412,-0.22982936125249015,1.287706265574886,-0.5549623225061066,0,0,0,0,0,0,0,-0.38757595389935123,0,1,0,0,0,0,1,0
69,0.09444759818264488,1.1221917089622824,1.0369586233364283,2.7435598798611642,1.4161722259155545,1.6283417501267328,0.8205648348108395,1.4772115217876312,0.37286429701889784,0.045034502020837475,0.5644387241486916,2.484245827033812,-0.7665270442908229,0.8434119911875325,-0.25364760136568626,-0.14020100779101655,0,0,0,0,0,0,0,0.46197678521433233,0,1,0,0,0,0,1,0
70,-1.2731784781332758,0.7426387046046721,-0.8246612216582524,-0.930656910874718,-1.661504656634032,0.5623137565494928,0.2421417528275612,1.3532369799435195,2.7713190450055976,0.7985286431154334,-0.6193052822076631,0.3626724192148498,-0.03601133765124682,1.916653343627555,0.05462317202242822,-0.9697236372211966,0,0,0,0,0,0,0,1.4942821484396804,0,0,1,0,1,0,0,0
72,-0.8457953292845506,0.6480280103987817,-0.8246612216582524,0.9064514844932231,-0.6932467610004542,-0.1424491947599048,2.02770865808029,0.5772481809933397,0.8488934836422123,0.23948460294847512,0.8167120369787344,0.8930657711695903,2.155535782267481,0.12791775622751742,2.2125185857392298,0.6893216216391636,0,0,0,0,0,0,0,0.5706405076591058,0,1,0,0,1,0,0,0
73,0.5218307470313701,0.4356366560590278,1.0369586233364283,0.9064514844932231,1.3470109476560133,0.766635788651797,-0.5123231367158452,-0.46046465073885334,-0.689046965448496,-0.5140095381461208,-0.48346580606840933,1.423459123124331,1.790277928947693,-0.22982936125249015,0.6711647187986571,0.6893216216391636,0,1,0,0,0,0,0,0.47679456554771055,0,0,0,1,1,0,0,0
74,-1.444131737672766,-1.1234606970818157,-0.8246612216582524,-0.930656910874718,0.3095917737628942,-0.8649792792955897,-0.4117278181100577,-0.6992304350312164,-0.6158117059679861,-0.2952531746025284,-0.6775222005530577,-0.6981142846946313,-0.7665270442908229,-0.5875764787324977,-0.5619183747538008,-1.3844849519362867,0,0,0,0,0,0,0,-1.4495168777914555,0,1,0,0,1,0,0,0
